spend_bin,cum_provider_share,cum_spend_share
615,0.6152756434882828,0.03645582687023493
616,0.6162760916890767,0.03663895188075017
617,0.6172765398898706,0.03682296971379221
618,0.6182769880906647,0.03700786924669449
619,0.6192774362914586,0.03719364184418747
620,0.6202778844922525,0.03738034300190383
621,0.6212783326930464,0.03756800423210385
622,0.6222787808938405,0.03775663099999901
623,0.6232792290946344,0.03794622459244455
624,0.6242796772954283,0.03813674530917134
625,0.6252801254962224,0.03832807583449125
626,0.6262805736970163,0.038520280546476875
627,0.6272810218978102,0.03871346663075456
628,0.6282814700986041,0.0389076276687414
629,0.6292819182993982,0.0391027432002236
630,0.6302823665001921,0.03929881129884161
631,0.631282814700986,0.039495817267766874
632,0.63228326290178,0.0396938232958487
633,0.633283711102574,0.039892775951130825
634,0.6342841593033679,0.04009266964285492
635,0.6352846075041618,0.040293558858355484
636,0.6362850557049559,0.040495446598987
637,0.6372855039057498,0.040698422218799254
638,0.6382859521065437,0.040902439563630155
639,0.6392864003073376,0.04110737865776761
640,0.6402868485081317,0.04131342522424169
641,0.6412872967089256,0.04152044905134834
642,0.6422877449097195,0.04172848562176713
643,0.6432881931105136,0.04193758184294126
644,0.6442886413113075,0.04214777271890289
645,0.6452890895121014,0.0423590737193784
646,0.6462895377128953,0.04257151795735045
647,0.6472899859136894,0.04278512865506364
648,0.6482904341144833,0.042999798889755345
649,0.6492908823152772,0.04321551380374009
650,0.6502913305160712,0.043432336292068247
651,0.6512917787168652,0.043650237294566525
652,0.6522922269176591,0.04386920545316799
653,0.653292675118453,0.04408932401720668
654,0.654293123319247,0.04431068391006805
655,0.655293571520041,0.04453334171807308
656,0.6562940197208349,0.04475715975555663
657,0.6572944679216289,0.044982046432165586
658,0.6582949161224229,0.045208075510599834
659,0.6592953643232168,0.0454353399229945
660,0.6602958125240107,0.04566376037474145
661,0.6612962607248047,0.045893283732058185
662,0.6622967089255987,0.04612404014387527
663,0.6632971571263926,0.046356069691025764
664,0.6642976053271866,0.0465894270256244
665,0.6652980535279805,0.04682402568512239
666,0.6662985017287745,0.04705989964956033
667,0.6672989499295684,0.04729701345587541
668,0.6682993981303624,0.047535395014702546
669,0.6692998463311564,0.04777499451140417
670,0.6703002945319503,0.048016085693048126
671,0.6713007427327443,0.048258517923026656
672,0.6723011909335382,0.048502124451578005
673,0.6733016391343322,0.04874700381728898
674,0.6743020873351261,0.048993168641541705
675,0.6753025355359201,0.04924064408078701
676,0.676302983736714,0.04948941433966135
677,0.677303431937508,0.04973943768952922
678,0.678303880138302,0.049990898805889104
679,0.6793043283390959,0.050243674531200835
